id,transdate,description,amount,category,accountname,
5489,19-Nov-12,,-5.05,Fast Food,CAD CREDIT CARD,
5490,19-Nov-12,,39.06,Reimbursement,CAD CHECKING,
5491,20-Nov-12,,-9.86,Groceries,CAD CREDIT CARD,
5492,20-Nov-12,,-19.97,Personal Care,CAD CREDIT CARD,
5493,20-Nov-12,,-4.42,Fast Food,CAD CREDIT CARD,
5494,20-Nov-12,,-2.2,Fast Food,CAD CREDIT CARD,
5495,20-Nov-12,,-125.5,Entertainment,CAD CREDIT CARD,
5496,21-Nov-12,,-11.38,Rental Car & Taxi,CAD CREDIT CARD,
5497,21-Nov-12,,-74.96,Alcohol & Bars,CAD CREDIT CARD,
5498,22-Nov-12,,-4.59,Fast Food,CAD CREDIT CARD,
5499,22-Nov-12,,-10,Restaurants,CAD CREDIT CARD,
5500,22-Nov-12,,-20.17,Groceries,CAD CREDIT CARD,
5501,22-Nov-12,,-38,Personal Care,CAD CHECKING,
5502,23-Nov-12,,-11.6,Rental Car & Taxi,CAD CREDIT CARD,
5503,23-Nov-12,,-4232,Travel,CAD CHECKING,
5504,23-Nov-12,,465,Travel,CAD CHECKING,
5505,23-Nov-12,,-3.48,Groceries,CAD CREDIT CARD,
5506,23-Nov-12,,-5.53,Fast Food,CAD CREDIT CARD,
5507,24-Nov-12,,78.72,Paycheck,CAD CHECKING,
5508,24-Nov-12,,-16.2,Groceries,CAD CREDIT CARD,
5509,24-Nov-12,,-13.6,Coffee Shops,CAD CREDIT CARD,
5510,24-Nov-12,,-6.9,Entertainment,CAD CREDIT CARD,
5511,25-Nov-12,,-1.89,Groceries,CAD CREDIT CARD,
5512,25-Nov-12,,-18.16,Laundry,CAD CREDIT CARD,
5513,25-Nov-12,,-26.4,Rental Car & Taxi,CAD CREDIT CARD,
5514,25-Nov-12,,-9,Restaurants,CAD CREDIT CARD,
5515,25-Nov-12,,-94.82,Entertainment,CAD CREDIT CARD,
5516,26-Nov-12,,-2.4,Fast Food,CAD CREDIT CARD,
5517,26-Nov-12,,-2.67,Groceries,CAD CREDIT CARD,
5518,26-Nov-12,,-6,Entertainment,CAD CREDIT CARD,
5519,26-Nov-12,,-13.11,Fast Food,CAD CREDIT CARD,
5520,26-Nov-12,,-11.1,Entertainment,CAD CREDIT CARD,
5521,26-Nov-12,,-11,Entertainment,CAD CREDIT CARD,
5522,26-Nov-12,,-192.14,Travel,CAD CREDIT CARD,
5523,26-Nov-12,,-13.64,Alcohol & Bars,CAD CREDIT CARD,
5524,26-Nov-12,,-15.25,Groceries,CAD CREDIT CARD,
5525,27-Nov-12,,-22,Travel,CAD CREDIT CARD,
5526,27-Nov-12,,-24,Restaurants,CAD CREDIT CARD,
5527,27-Nov-12,,-9.86,Coffee Shops,CAD CREDIT CARD,
5528,27-Nov-12,,1523.31,Paycheck,CAD CHECKING,
5529,27-Nov-12,,-1.29,Fast Food,CAD CREDIT CARD,
5530,27-Nov-12,,-17.5,Groceries,CAD CREDIT CARD,
5531,28-Nov-12,,-22.1,Alcohol & Bars,CAD CREDIT CARD,
5532,28-Nov-12,,-54,Restaurants,CAD CREDIT CARD,
5533,28-Nov-12,,-4.92,Fast Food,CAD CREDIT CARD,
5534,29-Nov-12,,-9.6,Alcohol & Bars,CAD CREDIT CARD,
5535,29-Nov-12,,2448,Transfer,CAD SAVINGS,
5536,29-Nov-12,,6.79,Interest Income,CAD SAVINGS,
5537,29-Nov-12,,-3.63,Groceries,CAD CREDIT CARD,
5538,30-Nov-12,,505.66,Transfer,US CHECKING 2,
5539,30-Nov-12,,-1.59,Fast Food,CAD CREDIT CARD,
5540,30-Nov-12,,1084.16,Paycheck,CAD CHECKING,
5541,30-Nov-12,,-2142,Transfer,CAD CHECKING,
5542,1-Dec-12,,-17,Restaurants,CAD CREDIT CARD,
5543,1-Dec-12,,-50,Restaurants,CAD CREDIT CARD,
5544,1-Dec-12,,-3.3,Groceries,CAD CREDIT CARD,
5545,2-Dec-12,,-2.78,Fast Food,CAD CREDIT CARD,
5546,2-Dec-12,,-7.88,Fast Food,CAD CREDIT CARD,
5547,2-Dec-12,,-13.08,Home Insurance,CAD CHECKING,
5548,2-Dec-12,,-1450,Mortgage & Rent,CAD CHECKING,
5549,3-Dec-12,,-5,Fast Food,CAD CREDIT CARD,
5550,3-Dec-12,,-17.35,Clothing,CAD CREDIT CARD,
5551,4-Dec-12,,-11.35,Groceries,CAD CREDIT CARD,
5552,4-Dec-12,,-16.19,Groceries,CAD CREDIT CARD,
5553,4-Dec-12,,-17,Alcohol & Bars,CAD CREDIT CARD,
5554,4-Dec-12,,-14,Entertainment,CAD CREDIT CARD,
5555,4-Dec-12,,-9.33,Groceries,CAD CREDIT CARD,
5556,5-Dec-12,,-3.15,Entertainment,CAD CREDIT CARD,
5557,5-Dec-12,,-2.55,Entertainment,CAD CREDIT CARD,
5558,5-Dec-12,,-2.09,Fast Food,CAD CREDIT CARD,
5559,5-Dec-12,,4353.4,Paycheck,CAD CHECKING,
5560,5-Dec-12,,-49.09,Alcohol & Bars,CAD CREDIT CARD,
5561,6-Dec-12,,-11.63,Coffee Shops,CAD CREDIT CARD,
5562,6-Dec-12,,-20.02,Home Insurance,CAD CREDIT CARD,
5563,7-Dec-12,,-10.27,Groceries,CAD CREDIT CARD,
5564,7-Dec-12,,-8.99,Groceries,CAD CREDIT CARD,
5565,7-Dec-12,,-466.41,Clothing,CAD CREDIT CARD,
5566,7-Dec-12,,80,Transfer,CAD CHECKING,
5567,7-Dec-12,,-12.48,Groceries,CAD CREDIT CARD,
5568,8-Dec-12,,-1.5,Transportation,CAD CREDIT CARD,
5569,8-Dec-12,,-428,Entertainment,CAD CHECKING,
5570,9-Dec-12,,-13.8,Clothing,CAD CREDIT CARD,
5571,10-Dec-12,,-3.4,Fast Food,CAD CREDIT CARD,
5572,10-Dec-12,,-5.44,Fast Food,CAD CREDIT CARD,
5573,10-Dec-12,,-20,Alcohol & Bars,CAD CREDIT CARD,
5574,10-Dec-12,,-40.03,Groceries,CAD CREDIT CARD,
5575,10-Dec-12,,-44,Alcohol & Bars,CAD CHECKING,
5576,10-Dec-12,,-4544.31,Paycheck,CAD CHECKING,
5577,11-Dec-12,,-48.9,Clothing,CAD CREDIT CARD,
5578,12-Dec-12,,-102,Entertainment,CAD CHECKING,
5579,13-Dec-12,,-6.63,Fast Food,CAD CREDIT CARD,
5580,13-Dec-12,,6950.59,Paycheck,CAD CHECKING,
5581,16-Dec-12,,-2.91,Fast Food,CAD CREDIT CARD,
5582,19-Dec-12,,-22.47,Travel,CAD CREDIT CARD,
5583,20-Dec-12,,-89.98,Restaurants,CAD CREDIT CARD,
5584,21-Dec-12,,-2.96,Fast Food,CAD CREDIT CARD,
5585,21-Dec-12,,-8.39,Fast Food,CAD CREDIT CARD,
5586,22-Dec-12,,-12.15,Travel,CAD CREDIT CARD,
5587,22-Dec-12,,-4.5,Fast Food,CAD CREDIT CARD,
5588,22-Dec-12,,-19.12,Travel,CAD CREDIT CARD,
5589,23-Dec-12,,-13.48,Groceries,CAD CREDIT CARD,
5590,23-Dec-12,,-13,Rental Car & Taxi,CAD CREDIT CARD,
5591,24-Dec-12,,-3.68,Groceries,CAD CREDIT CARD,
5592,24-Dec-12,,-9.07,Groceries,CAD CREDIT CARD,
5593,24-Dec-12,,-29,Restaurants,CAD CREDIT CARD,
5594,24-Dec-12,,-3.99,Fast Food,CAD CREDIT CARD,
5595,24-Dec-12,,-14.79,Groceries,CAD CREDIT CARD,
5596,25-Dec-12,,-13.6,Groceries,CAD CREDIT CARD,
5597,25-Dec-12,,-86.1,Groceries,CAD CREDIT CARD,
5598,25-Dec-12,,-2.83,Fast Food,CAD CREDIT CARD,
5599,25-Dec-12,,-13.71,Bank Fee,CAD CREDIT CARD,
5600,25-Dec-12,,-17.2,Laundry,CAD CREDIT CARD,
5601,25-Dec-12,,-3.6,Fast Food,CAD CREDIT CARD,
5602,25-Dec-12,,-6.76,Fast Food,CAD CREDIT CARD,
5603,26-Dec-12,,-8.7,Alcohol & Bars,CAD CREDIT CARD,
5604,26-Dec-12,,3377.97,Paycheck,CAD CHECKING,
5605,26-Dec-12,,-2.41,Fast Food,CAD CREDIT CARD,
5606,26-Dec-12,,-10.42,Coffee Shops,CAD CREDIT CARD,
5607,27-Dec-12,,82.65,Transfer,US CHECKING 2,
5608,27-Dec-12,,-14.85,Coffee Shops,CAD CREDIT CARD,
5609,27-Dec-12,,-84,Charity,CAD CREDIT CARD,
5610,27-Dec-12,,-7.32,Fast Food,CAD CREDIT CARD,
5611,28-Dec-12,,-25.13,Alcohol & Bars,CAD CREDIT CARD,
5612,28-Dec-12,,-28.94,Coffee Shops,CAD CREDIT CARD,
5613,28-Dec-12,,-2.05,Fast Food,CAD CREDIT CARD,
5614,28-Dec-12,,-8.29,Entertainment,CAD CREDIT CARD,
5615,28-Dec-12,,-13.2,Entertainment,CAD CREDIT CARD,
5616,28-Dec-12,,-32.39,Restaurants,CAD CREDIT CARD,
5617,28-Dec-12,,-38.62,Restaurants,CAD CREDIT CARD,
5618,29-Dec-12,,-9.09,Coffee Shops,CAD CREDIT CARD,
5619,29-Dec-12,,-15.96,Coffee Shops,CAD CREDIT CARD,
5620,30-Dec-12,,6.01,Interest Income,CAD SAVINGS,
5621,30-Dec-12,,-3.42,Fast Food,CAD CREDIT CARD,
5622,30-Dec-12,,-130,Transfer,CAD CHECKING,
5623,31-Dec-12,,-20,Utilities,CAD CHECKING,
5624,31-Dec-12,,-39,Utilities,CAD CHECKING,
5625,31-Dec-12,,-255.26,Paycheck,CAD CHECKING,
5626,31-Dec-12,,-2036.71,Credit Card Payment,CAD CHECKING,
5627,31-Dec-12,,-11.43,Groceries,CAD CREDIT CARD,
5628,31-Dec-12,,-2.44,Fast Food,CAD CREDIT CARD,
5629,1-Jan-13,,-11.26,Home Insurance,CAD CHECKING,
5630,1-Jan-13,,-11.8,Fast Food,CAD CREDIT CARD,
5631,1-Jan-13,,-15.7,Groceries,CAD CREDIT CARD,
5632,1-Jan-13,,-101,Utilities,CAD CHECKING,
5633,1-Jan-13,,457.5,Clothing,CAD CREDIT CARD,
5634,1-Jan-13,,-10.64,Coffee Shops,CAD CREDIT CARD,
5635,2-Jan-13,,48,Transfer,CAD CHECKING,
5636,2-Jan-13,,-5.6,Fast Food,CAD CREDIT CARD,
5637,2-Jan-13,,-9.09,Coffee Shops,CAD CREDIT CARD,
5638,3-Jan-13,,1726.03,Credit Card Payment,CAD CREDIT CARD,
5639,3-Jan-13,,-1.2,Fast Food,CAD CREDIT CARD,
5640,3-Jan-13,,-2.23,Groceries,CAD CREDIT CARD,
5641,5-Jan-13,,-40,Charity,CAD CREDIT CARD,
5642,5-Jan-13,,-1,Fast Food,CAD CREDIT CARD,
5643,5-Jan-13,,-12.58,Fast Food,CAD CREDIT CARD,
5644,5-Jan-13,,-25.73,Alcohol & Bars,CAD CREDIT CARD,
5645,5-Jan-13,,-227.03,Entertainment,CAD CREDIT CARD,
5646,5-Jan-13,,-616.49,Clothing,CAD CREDIT CARD,
5647,6-Jan-13,,-1.3,Transportation,CAD CHECKING,
5648,7-Jan-13,,-2,Fast Food,CAD CREDIT CARD,
5649,7-Jan-13,,-11.59,Groceries,CAD CREDIT CARD,
5650,7-Jan-13,,-2088,Mortgage & Rent,CAD CHECKING,
5651,7-Jan-13,,-89.9,Groceries,CAD CHECKING,
5652,8-Jan-13,,-1.79,Fast Food,CAD CREDIT CARD,
5653,8-Jan-13,,-1.92,Fast Food,CAD CREDIT CARD,
5654,8-Jan-13,,-14.59,Rental Car & Taxi,CAD CREDIT CARD,
5655,8-Jan-13,,-7.59,Restaurants,CAD CREDIT CARD,
5656,8-Jan-13,,-1.33,Fast Food,CAD CREDIT CARD,
5657,8-Jan-13,,-113.89,Entertainment,CAD CHECKING,
5658,9-Jan-13,,-12.87,Fast Food,CAD CREDIT CARD,
5659,9-Jan-13,,-13.55,Fast Food,CAD CREDIT CARD,
5660,9-Jan-13,,-34,Restaurants,CAD CREDIT CARD,
5661,9-Jan-13,,-4.39,Transportation,CAD CREDIT CARD,
5662,9-Jan-13,,-7.57,Coffee Shops,CAD CREDIT CARD,
5663,10-Jan-13,,-8.42,Coffee Shops,CAD CREDIT CARD,
5664,10-Jan-13,,-95,Groceries,CAD CHECKING,
5665,11-Jan-13,,-14.22,Coffee Shops,CAD CHECKING,
5666,11-Jan-13,,-4.99,Fast Food,CAD CREDIT CARD,
5667,11-Jan-13,,-4.98,Fast Food,CAD CREDIT CARD,
5668,12-Jan-13,,120.1,Paycheck,CAD CHECKING,
5669,12-Jan-13,,-17.88,Rental Car & Taxi,CAD CREDIT CARD,
5670,12-Jan-13,,-8.29,Fast Food,CAD CREDIT CARD,
5671,12-Jan-13,,-28,Charity,CAD CREDIT CARD,
5672,12-Jan-13,,-34.17,Restaurants,CAD CREDIT CARD,
5673,12-Jan-13,,2406.23,Paycheck,CAD CHECKING,
5674,12-Jan-13,,-3.27,Fast Food,CAD CREDIT CARD,
5675,13-Jan-13,,3400,Inheritance,CAD CHECKING,
5676,14-Jan-13,,-28.81,Rental Car & Taxi,CAD CREDIT CARD,
5677,15-Jan-13,,-17.8,Groceries,CAD CREDIT CARD,
5678,15-Jan-13,,-3.3,Fast Food,CAD CREDIT CARD,
5679,15-Jan-13,,-13.88,Coffee Shops,CAD CREDIT CARD,
5680,16-Jan-13,,-4.65,Groceries,CAD CREDIT CARD,
5681,16-Jan-13,,-44.54,Alcohol & Bars,CAD CREDIT CARD,
5682,16-Jan-13,,-41.8,Alcohol & Bars,CAD CHECKING,
5683,17-Jan-13,,99,Transfer,CAD CHECKING,
5684,17-Jan-13,,-2.01,Fast Food,CAD CREDIT CARD,
5685,18-Jan-13,,-38.21,Gift,CAD CREDIT CARD,
5686,18-Jan-13,,-1.4,Transportation,CAD CREDIT CARD,
5687,19-Jan-13,,-93.84,Groceries,CAD CHECKING,
5688,19-Jan-13,,-6.01,Fast Food,CAD CREDIT CARD,
5689,20-Jan-13,,-3,Transportation,CAD CHECKING,
5690,20-Jan-13,,-2.3,Transportation,CAD CHECKING,
5691,20-Jan-13,,-3.2,Transportation,CAD CHECKING,
5692,21-Jan-13,,-3.5,Transportation,CAD CREDIT CARD,
5693,21-Jan-13,,-3.2,Fast Food,CAD CREDIT CARD,
5694,21-Jan-13,,-7.24,Groceries,CAD CREDIT CARD,
5695,21-Jan-13,,-3.16,Fast Food,CAD CREDIT CARD,
5696,22-Jan-13,,-15.48,Coffee Shops,CAD CREDIT CARD,
5697,22-Jan-13,,-1.6,Transportation,CAD CHECKING,
5698,22-Jan-13,,-2.61,Fast Food,CAD CREDIT CARD,
5699,22-Jan-13,,-258,Education,CAD CREDIT CARD,
5700,23-Jan-13,,-2.43,Fast Food,CAD CREDIT CARD,
5701,23-Jan-13,,-11,Rental Car & Taxi,CAD CREDIT CARD,
5702,23-Jan-13,,-10.7,Fast Food,CAD CREDIT CARD,
5703,23-Jan-13,,-6.92,Fast Food,CAD CREDIT CARD,
5704,24-Jan-13,,-2.45,Fast Food,CAD CREDIT CARD,
5705,25-Jan-13,,-3.1,Transportation,CAD CREDIT CARD,
5706,25-Jan-13,,-2.3,Transportation,CAD CHECKING,
5707,25-Jan-13,,-6.91,Coffee Shops,CAD CREDIT CARD,
5708,25-Jan-13,,-8.01,Coffee Shops,CAD CREDIT CARD,
5709,25-Jan-13,,-62.2,Groceries,CAD CREDIT CARD,
5710,25-Jan-13,,-1.4,Transportation,CAD CHECKING,
5711,25-Jan-13,,-2,Personal Care,CAD CREDIT CARD,
5712,25-Jan-13,,-12,Travel,CAD CREDIT CARD,
5713,26-Jan-13,,-5.7,Fast Food,CAD CREDIT CARD,
5714,26-Jan-13,,-9.64,Groceries,CAD CREDIT CARD,
5715,26-Jan-13,,-18.47,Alcohol & Bars,CAD CREDIT CARD,
5716,26-Jan-13,,-10.8,Alcohol & Bars,CAD CREDIT CARD,
5717,26-Jan-13,,-24.8,Alcohol & Bars,CAD CREDIT CARD,
5718,27-Jan-13,,-46.73,Clothing,CAD CREDIT CARD,
5719,27-Jan-13,,-144.06,Furnishings,CAD CREDIT CARD,
5720,27-Jan-13,,-3.65,Misc Expenses,CAD CREDIT CARD,
5721,27-Jan-13,,9.53,Interest Income,CAD SAVINGS,
5722,28-Jan-13,,-12.67,Personal Care,CAD CREDIT CARD,
5723,28-Jan-13,,-8.17,Home Insurance,CAD CHECKING,
5724,29-Jan-13,,-4.53,Fast Food,CAD CREDIT CARD,
5725,29-Jan-13,,-50.93,Clothing,CAD CREDIT CARD,
5726,30-Jan-13,,288.72,Transfer,US CHECKING 2,
5727,30-Jan-13,,2221.13,Paycheck,CAD CHECKING,
5728,30-Jan-13,,-4.76,Fast Food,CAD CREDIT CARD,
5729,30-Jan-13,,-29.1,Restaurants,CAD CREDIT CARD,
5730,31-Jan-13,,-2.5,Misc Expenses,CAD CHECKING,
5731,31-Jan-13,,-98.04,Clothing,CAD CREDIT CARD,
5732,1-Feb-13,,-137.56,Restaurants,CAD CREDIT CARD,
5733,2-Feb-13,,-16.08,Fast Food,CAD CREDIT CARD,
5734,2-Feb-13,,-5.3,Fast Food,CAD CREDIT CARD,
5735,2-Feb-13,,-4.75,Alcohol & Bars,CAD CREDIT CARD,
5736,2-Feb-13,,-10.35,Fast Food,CAD CREDIT CARD,
5737,2-Feb-13,,-48,Charity,CAD CREDIT CARD,
5738,2-Feb-13,,-47.37,Clothing,CAD CREDIT CARD,
5739,2-Feb-13,,-69.18,Clothing,CAD CREDIT CARD,
5740,2-Feb-13,,-46.58,Alcohol & Bars,CAD CREDIT CARD,
5741,3-Feb-13,,-6.02,Fast Food,CAD CREDIT CARD,
5742,3-Feb-13,,-4.2,Fast Food,CAD CREDIT CARD,
5743,3-Feb-13,,-16.94,Alcohol & Bars,CAD CREDIT CARD,
5744,3-Feb-13,,-1.76,Fast Food,CAD CREDIT CARD,
5745,4-Feb-13,,-60.3,Entertainment,CAD CREDIT CARD,
5746,4-Feb-13,,-9.1,Misc Expenses,CAD CREDIT CARD,
5747,4-Feb-13,,-32.38,Restaurants,CAD CREDIT CARD,
5748,4-Feb-13,,-2.11,Fast Food,CAD CREDIT CARD,
5749,5-Feb-13,,-5.71,Fast Food,CAD CREDIT CARD,
5750,5-Feb-13,,-184.86,Travel,CAD CREDIT CARD,
5751,5-Feb-13,,-957,Mortgage & Rent,CAD CHECKING,
5752,5-Feb-13,,-10.48,Rental Car & Taxi,CAD CREDIT CARD,
5753,5-Feb-13,,-13,Rental Car & Taxi,CAD CREDIT CARD,
5754,5-Feb-13,,-13.52,Travel,CAD CREDIT CARD,
5755,6-Feb-13,,-39.28,Fast Food,CAD CREDIT CARD,
5756,6-Feb-13,,-54.6,Restaurants,CAD CREDIT CARD,
5757,7-Feb-13,,-3.07,Fast Food,CAD CREDIT CARD,
5758,7-Feb-13,,-86.09,Clothing,CAD CREDIT CARD,
5759,8-Feb-13,,-15.08,Fast Food,CAD CREDIT CARD,
5760,8-Feb-13,,190,Paycheck,CAD CHECKING,
5761,8-Feb-13,,-14.4,Alcohol & Bars,CAD CREDIT CARD,
5762,8-Feb-13,,-28.5,Entertainment,CAD CREDIT CARD,
5763,9-Feb-13,,-3.97,Fast Food,CAD CREDIT CARD,
5764,9-Feb-13,,-2.11,Fast Food,CAD CREDIT CARD,
5765,9-Feb-13,,-18.55,Groceries,CAD CREDIT CARD,
5766,9-Feb-13,,-67,Utilities,CAD CHECKING,
5767,9-Feb-13,,-140,Utilities,CAD CHECKING,
5768,10-Feb-13,,-6.72,Fast Food,CAD CREDIT CARD,
5769,10-Feb-13,,-12.35,Groceries,CAD CREDIT CARD,
5770,10-Feb-13,,-65,Utilities,CAD CHECKING,
5771,10-Feb-13,,-1551.57,Credit Card Payment,CAD CHECKING,
5772,11-Feb-13,,-2.47,Fast Food,CAD CREDIT CARD,
5773,11-Feb-13,,-4.1,Fast Food,CAD CREDIT CARD,
5774,11-Feb-13,,-11.38,Coffee Shops,CAD CREDIT CARD,
5775,11-Feb-13,,-49.07,Restaurants,CAD CREDIT CARD,
5776,11-Feb-13,,-44.93,Travel,CAD CREDIT CARD,
5777,11-Feb-13,,-5560,Inheritance,CAD CHECKING,
5778,11-Feb-13,,1521.73,Credit Card Payment,CAD CREDIT CARD,
5779,11-Feb-13,,-6.69,Groceries,CAD CREDIT CARD,
5780,12-Feb-13,,2160,Inheritance,CAD SAVINGS,
5781,12-Feb-13,,2280,Transfer,CAD SAVINGS,
5782,12-Feb-13,,-23.98,Entertainment,CAD CREDIT CARD,
5783,12-Feb-13,,-1273.34,Paycheck,CAD CHECKING,
5784,12-Feb-13,,-3810,Transfer,CAD CHECKING,
5785,12-Feb-13,,-9.74,Groceries,CAD CREDIT CARD,
5786,12-Feb-13,,-13.2,Utilities,CAD CREDIT CARD,
5787,12-Feb-13,,-57.38,Alcohol & Bars,CAD CREDIT CARD,
5788,13-Feb-13,,-3.11,Fast Food,CAD CREDIT CARD,
5789,13-Feb-13,,-113.65,Entertainment,CAD CREDIT CARD,
5790,13-Feb-13,,-17.09,Coffee Shops,CAD CREDIT CARD,
5791,13-Feb-13,,-14.8,Coffee Shops,CAD CREDIT CARD,
5792,14-Feb-13,,1989.76,Paycheck,CAD CHECKING,
5793,14-Feb-13,,-10.12,Fast Food,CAD CREDIT CARD,
5794,15-Feb-13,,-2.22,Fast Food,CAD CREDIT CARD,
5795,15-Feb-13,,-8.2,Coffee Shops,CAD CREDIT CARD,
5796,15-Feb-13,,-1.2,Groceries,CAD CREDIT CARD,
5797,15-Feb-13,,-6.8,Fast Food,CAD CREDIT CARD,
5798,15-Feb-13,,-11.27,Groceries,CAD CREDIT CARD,
5799,15-Feb-13,,-23,Restaurants,CAD CREDIT CARD,
5800,16-Feb-13,,-10.92,Restaurants,CAD CREDIT CARD,
5801,17-Feb-13,,-4.97,Fast Food,CAD CREDIT CARD,
5802,17-Feb-13,,-7.78,Rental Car & Taxi,CAD CREDIT CARD,
5803,17-Feb-13,,-32,Entertainment,CAD CREDIT CARD,
5804,17-Feb-13,,-10,Restaurants,CAD CREDIT CARD,
5805,18-Feb-13,,-6.79,Fast Food,CAD CREDIT CARD,
5806,18-Feb-13,,-54.46,Reimbursable Expense,CAD CREDIT CARD,
5807,19-Feb-13,,-3.41,Groceries,CAD CREDIT CARD,
5808,19-Feb-13,,-19,Alcohol & Bars,CAD CREDIT CARD,
5809,19-Feb-13,,-54.31,Groceries,CAD CREDIT CARD,
5810,19-Feb-13,,-10.47,Groceries,CAD CREDIT CARD,
5811,20-Feb-13,,-14.6,Fast Food,CAD CREDIT CARD,
5812,20-Feb-13,,-30,Charity,CAD CREDIT CARD,
5813,21-Feb-13,,-28,Restaurants,CAD CREDIT CARD,
5814,21-Feb-13,,-7.88,Groceries,CAD CREDIT CARD,
5815,22-Feb-13,,-10.67,Groceries,CAD CREDIT CARD,
5816,22-Feb-13,,-15.58,Reimbursable Expense,CAD CREDIT CARD,
5817,22-Feb-13,,-21,Fast Food,CAD CREDIT CARD,
5818,23-Feb-13,,-34,Restaurants,CAD CREDIT CARD,
5819,23-Feb-13,,-3.85,Groceries,CAD CREDIT CARD,
5820,23-Feb-13,,-7.34,Fast Food,CAD CREDIT CARD,
5821,23-Feb-13,,-22.12,Restaurants,CAD CREDIT CARD,
5822,24-Feb-13,,-18.18,Alcohol & Bars,CAD CREDIT CARD,
5823,25-Feb-13,,-6.59,Entertainment,CAD CREDIT CARD,
5824,25-Feb-13,,-15,Entertainment,CAD CREDIT CARD,
5825,25-Feb-13,,-35.2,Restaurants,CAD CREDIT CARD,
5826,26-Feb-13,,-3.8,Groceries,CAD CREDIT CARD,
5827,26-Feb-13,,-27,Restaurants,CAD CREDIT CARD,
5828,26-Feb-13,,-6.43,Entertainment,CAD CREDIT CARD,
5829,26-Feb-13,,-22,Restaurants,CAD CREDIT CARD,
5830,26-Feb-13,,615,Paycheck,CAD CHECKING,
5831,26-Feb-13,,-7.7,Fast Food,CAD CREDIT CARD,
5832,26-Feb-13,,-128.57,Alcohol & Bars,CAD CREDIT CARD,
5833,27-Feb-13,,-6.28,Fast Food,CAD CREDIT CARD,
5834,1-Mar-13,,295.39,Transfer,US CHECKING 2,
5835,1-Mar-13,,1573.3,Paycheck,CAD CHECKING,
5836,1-Mar-13,,-9.33,Groceries,CAD CREDIT CARD,
5837,1-Mar-13,,-10.34,Fast Food,CAD CREDIT CARD,
5838,1-Mar-13,,-118.89,Restaurants,CAD CREDIT CARD,
5839,2-Mar-13,,10.41,Interest Income,CAD SAVINGS,
5840,2-Mar-13,,-14.76,Entertainment,CAD CREDIT CARD,
5841,2-Mar-13,,-125.12,Travel,CAD CREDIT CARD,
5842,4-Mar-13,,-44.78,Restaurants,CAD CREDIT CARD,
5843,4-Mar-13,,-2074,Mortgage & Rent,CAD CHECKING,
5844,4-Mar-13,,-38.81,Entertainment,CAD CREDIT CARD,
5845,5-Mar-13,,-1.61,Travel,CAD CREDIT CARD,
5846,5-Mar-13,,-5.34,Fast Food,CAD CREDIT CARD,
5847,5-Mar-13,,-11.35,Home Insurance,CAD CHECKING,
5848,5-Mar-13,,-8,Transportation,CAD CREDIT CARD,
5849,5-Mar-13,,-20,Groceries,CAD CREDIT CARD,
5850,5-Mar-13,,-21.51,Restaurants,CAD CREDIT CARD,
5851,5-Mar-13,,-103.36,Entertainment,CAD CREDIT CARD,
5852,6-Mar-13,,-1.74,Groceries,CAD CREDIT CARD,
5853,6-Mar-13,,-7.45,Gift,CAD CREDIT CARD,
5854,6-Mar-13,,-8.61,Coffee Shops,CAD CREDIT CARD,
5855,6-Mar-13,,-50.4,Health & Fitness,CAD CREDIT CARD,
5856,7-Mar-13,,-25,Charity,CAD CREDIT CARD,
5857,7-Mar-13,,-2.3,Transportation,CAD CREDIT CARD,
5858,7-Mar-13,,-10.4,Travel,CAD CREDIT CARD,
5859,7-Mar-13,,-5.63,Coffee Shops,CAD CREDIT CARD,
5860,7-Mar-13,,-31.67,Groceries,CAD CREDIT CARD,
5861,8-Mar-13,,-25.68,Groceries,CAD CREDIT CARD,
5862,8-Mar-13,,-18.83,Groceries,CAD CREDIT CARD,
5863,8-Mar-13,,-60.19,Groceries,CAD CREDIT CARD,
5864,9-Mar-13,,-5.45,Fast Food,CAD CREDIT CARD,
5865,9-Mar-13,,-3.53,Travel,CAD CREDIT CARD,
5866,9-Mar-13,,-3.71,Misc Expenses,CAD CREDIT CARD,
5867,9-Mar-13,,-10.63,Coffee Shops,CAD CREDIT CARD,
5868,10-Mar-13,,-2.95,Fast Food,CAD CREDIT CARD,
5869,10-Mar-13,,-29.24,Groceries,CAD CREDIT CARD,
5870,11-Mar-13,,-2.83,Fast Food,CAD CREDIT CARD,
5871,11-Mar-13,,-52.4,Health & Fitness,CAD CREDIT CARD,
5872,12-Mar-13,,-4.83,Fast Food,CAD CREDIT CARD,
5873,12-Mar-13,,-18,Alcohol & Bars,CAD CREDIT CARD,
5874,12-Mar-13,,-11.5,Laundry,CAD CREDIT CARD,
5875,12-Mar-13,,-6.91,Coffee Shops,CAD CREDIT CARD,
5876,12-Mar-13,,-20.68,Alcohol & Bars,CAD CREDIT CARD,
5877,13-Mar-13,,-11.46,Coffee Shops,CAD CREDIT CARD,
5878,13-Mar-13,,-104.9,Education,CAD CHECKING,
5879,14-Mar-13,,-2.6,Transportation,CAD CREDIT CARD,
5880,14-Mar-13,,-2.25,Fast Food,CAD CREDIT CARD,
5881,15-Mar-13,,1286.15,Paycheck,CAD CHECKING,
5882,15-Mar-13,,-6.78,Coffee Shops,CAD CREDIT CARD,
5883,15-Mar-13,,-23.4,Rental Car & Taxi,CAD CREDIT CARD,
